,map_name,player_name,team_name,hero_name
10577,Lijiang Tower,AimGod,Seoul Infernal,Kiriko
10609,Lijiang Tower,Belosrea,Seoul Infernal,Winston
10643,Lijiang Tower,FIXA,Seoul Infernal,Lucio
10675,Lijiang Tower,MN3,Seoul Infernal,Sojourn
10705,Lijiang Tower,carpe,Seoul Infernal,Reaper
10728,Lijiang Tower,carpe,Seoul Infernal,Symmetra
10752,Eichenwalde,Admiral,London Spitfire,Lucio
10795,Eichenwalde,Backbone,London Spitfire,Reaper
10811,Eichenwalde,Backbone,London Spitfire,Widowmaker
10841,Eichenwalde,Hadi,London Spitfire,Winston
10883,Eichenwalde,Landon,London Spitfire,Kiriko
10907,Eichenwalde,SparkR,London Spitfire,Sojourn
10946,Eichenwalde,AimGod,Seoul Infernal,Kiriko
10971,Eichenwalde,Belosrea,Seoul Infernal,Winston
11010,Eichenwalde,FIXA,Seoul Infernal,Lucio
11047,Eichenwalde,MN3,Seoul Infernal,Sojourn
11084,Eichenwalde,carpe,Seoul Infernal,Reaper
11117,Route 66,Admiral,London Spitfire,Ana
11121,Route 66,Admiral,London Spitfire,Lucio
11158,Route 66,Backbone,London Spitfire,Reaper
11172,Route 66,Backbone,London Spitfire,Widowmaker
11192,Route 66,Hadi,London Spitfire,Roadhog
11201,Route 66,Hadi,London Spitfire,Winston
11242,Route 66,Landon,London Spitfire,Kiriko
11276,Route 66,SparkR,London Spitfire,Sojourn
11315,Route 66,AimGod,Seoul Infernal,Kiriko
11347,Route 66,Belosrea,Seoul Infernal,Winston
11390,Route 66,FIXA,Seoul Infernal,Ana
11399,Route 66,FIXA,Seoul Infernal,Lucio
11432,Route 66,MN3,Seoul Infernal,Sojourn
11462,Route 66,carpe,Seoul Infernal,Reaper
11497,Oasis,AlphaYi,Hangzhou Spark,Reaper
11525,Oasis,Guxue,Hangzhou Spark,Winston
11568,Oasis,Superich,Hangzhou Spark,Lucio
11607,Oasis,Teru,Hangzhou Spark,Kiriko
11639,Oasis,shy,Hangzhou Spark,Sojourn
11681,Oasis,Fate,Shanghai Dragons,Winston
11720,Oasis,Fleta,Shanghai Dragons,Reaper
11760,Oasis,IZaYaKI,Shanghai Dragons,Kiriko
11794,Oasis,LIP,Shanghai Dragons,Sojourn
11831,Oasis,LeeJaeGon,Shanghai Dragons,Lucio
11872,King's Row,AlphaYi,Hangzhou Spark,Reaper
11912,King's Row,Guxue,Hangzhou Spark,Winston
11956,King's Row,Superich,Hangzhou Spark,Lucio
12004,King's Row,Teru,Hangzhou Spark,Kiriko
12040,King's Row,shy,Hangzhou Spark,Sojourn
12075,King's Row,Fate,Shanghai Dragons,Winston
12117,King's Row,Fleta,Shanghai Dragons,Reaper
12131,King's Row,Fleta,Shanghai Dragons,Sombra
12152,King's Row,IZaYaKI,Shanghai Dragons,Kiriko
12188,King's Row,LIP,Shanghai Dragons,Sojourn
12235,King's Row,LeeJaeGon,Shanghai Dragons,Lucio
12274,Route 66,AlphaYi,Hangzhou Spark,Hanzo
12282,Route 66,AlphaYi,Hangzhou Spark,Junkrat
12286,Route 66,AlphaYi,Hangzhou Spark,Reaper
12320,Route 66,Guxue,Hangzhou Spark,Roadhog
12335,Route 66,Guxue,Hangzhou Spark,Winston
12369,Route 66,Superich,Hangzhou Spark,Lucio
12414,Route 66,Teru,Hangzhou Spark,Kiriko
12443,Route 66,shy,Hangzhou Spark,Sojourn
12485,Route 66,Fate,Shanghai Dragons,Winston
12522,Route 66,Fleta,Shanghai Dragons,Reaper
12547,Route 66,IZaYaKI,Shanghai Dragons,Kiriko
12575,Route 66,LIP,Shanghai Dragons,Sojourn
12597,Route 66,LIP,Shanghai Dragons,Widowmaker
12612,Route 66,LeeJaeGon,Shanghai Dragons,Lucio
12652,Lijiang Tower,Hawk,Atlanta Reign,Doomfist
12667,Lijiang Tower,Hawk,Atlanta Reign,Reinhardt
12679,Lijiang Tower,Hawk,Atlanta Reign,Winston
12718,Lijiang Tower,Kai,Atlanta Reign,Sojourn
12763,Lijiang Tower,Ojee,Atlanta Reign,Lucio
12802,Lijiang Tower,Speedily,Atlanta Reign,Bastion
12828,Lijiang Tower,Speedily,Atlanta Reign,Reaper
12846,Lijiang Tower,Speedily,Atlanta Reign,Tracer
12875,Lijiang Tower,UltraViolet,Atlanta Reign,Kiriko
12912,Lijiang Tower,Anamo,Florida Mayhem,Lucio
12953,Lijiang Tower,Checkmate,Florida Mayhem,Reaper
12983,Lijiang Tower,Hydron,Florida Mayhem,Sojourn
13026,Lijiang Tower,Rupal,Florida Mayhem,Kiriko
13053,Lijiang Tower,Someone,Florida Mayhem,Orisa
13079,Lijiang Tower,Someone,Florida Mayhem,Winston
13128,King's Row,Hawk,Atlanta Reign,Orisa
13152,King's Row,Hawk,Atlanta Reign,Winston
13190,King's Row,Kai,Atlanta Reign,Sojourn
13225,King's Row,Ojee,Atlanta Reign,Lucio
13262,King's Row,UltraViolet,Atlanta Reign,Kiriko
13288,King's Row,nero,Atlanta Reign,Reaper
13319,King's Row,Anamo,Florida Mayhem,Lucio
13366,King's Row,Checkmate,Florida Mayhem,Reaper
13396,King's Row,Hydron,Florida Mayhem,Sojourn
13415,King's Row,Hydron,Florida Mayhem,Widowmaker
13441,King's Row,SirMajed,Florida Mayhem,Kiriko
13477,King's Row,Someone,Florida Mayhem,Winston
13514,Junkertown,Hawk,Atlanta Reign,Doomfist
13531,Junkertown,Hawk,Atlanta Reign,Winston
13574,Junkertown,Kai,Atlanta Reign,Sojourn
13608,Junkertown,Ojee,Atlanta Reign,Lucio
13641,Junkertown,UltraViolet,Atlanta Reign,Kiriko
13671,Junkertown,nero,Atlanta Reign,Reaper
13704,Junkertown,Anamo,Florida Mayhem,Lucio
13738,Junkertown,Checkmate,Florida Mayhem,Reaper
13761,Junkertown,Checkmate,Florida Mayhem,Widowmaker
13781,Junkertown,Hydron,Florida Mayhem,Sojourn
13803,Junkertown,Hydron,Florida Mayhem,Widowmaker
13827,Junkertown,SirMajed,Florida Mayhem,Kiriko
13866,Junkertown,Someone,Florida Mayhem,Doomfist
13871,Junkertown,Someone,Florida Mayhem,Winston
13897,Junkertown,Someone,Florida Mayhem,Zarya
13911,Busan,Creative,Houston Outlaws,Baptiste
13941,Busan,Creative,Houston Outlaws,Kiriko
13972,Busan,Danteh,Houston Outlaws,Orisa
13992,Busan,Danteh,Houston Outlaws,Roadhog
14030,Busan,Lastro,Houston Outlaws,Lucio
14064,Busan,MER1T,Houston Outlaws,Sojourn
14105,Busan,PELICAN,Houston Outlaws,Reaper
14127,Busan,PELICAN,Houston Outlaws,Symmetra
14130,Busan,PELICAN,Houston Outlaws,Tracer
14165,Busan,CH0R0NG,Toronto Defiant,Lucio
14203,Busan,Finale,Toronto Defiant,Reaper
14221,Busan,Finale,Toronto Defiant,Tracer
14242,Busan,Heesu,Toronto Defiant,Sojourn
14262,Busan,Heesu,Toronto Defiant,Widowmaker
14277,Busan,MuZe,Toronto Defiant,Winston
14314,Busan,Twilight,Toronto Defiant,Kiriko
14338,Paraíso,Creative,Houston Outlaws,Kiriko
14370,Paraíso,Danteh,Houston Outlaws,Winston
14413,Paraíso,Lastro,Houston Outlaws,Lucio
14448,Paraíso,MER1T,Houston Outlaws,Sojourn
14485,Paraíso,PELICAN,Houston Outlaws,Reaper
14510,Paraíso,PELICAN,Houston Outlaws,Tracer
14537,Paraíso,CH0R0NG,Toronto Defiant,Lucio
14572,Paraíso,Finale,Toronto Defiant,Hanzo
14575,Paraíso,Finale,Toronto Defiant,Reaper
14595,Paraíso,Finale,Toronto Defiant,Tracer
14610,Paraíso,Heesu,Toronto Defiant,Sojourn
14639,Paraíso,MuZe,Toronto Defiant,Winston
14679,Paraíso,Twilight,Toronto Defiant,Kiriko
14711,Dorado,Creative,Houston Outlaws,Kiriko
14745,Dorado,Danteh,Houston Outlaws,Winston
14794,Dorado,Lastro,Houston Outlaws,Lucio
14840,Dorado,MER1T,Houston Outlaws,Sojourn
14876,Dorado,PELICAN,Houston Outlaws,Reaper
14890,Dorado,PELICAN,Houston Outlaws,Soldier: 76
14905,Dorado,PELICAN,Houston Outlaws,Symmetra
14914,Dorado,PELICAN,Houston Outlaws,Tracer
14931,Dorado,CH0R0NG,Toronto Defiant,Lucio
14977,Dorado,Finale,Toronto Defiant,Reaper
14996,Dorado,Finale,Toronto Defiant,Symmetra
15001,Dorado,Finale,Toronto Defiant,Tracer
15029,Dorado,Heesu,Toronto Defiant,Sojourn
15064,Dorado,MuZe,Toronto Defiant,Winston
15106,Dorado,Twilight,Toronto Defiant,Kiriko
15136,Lijiang Tower,ChiYo,Dallas Fuel,Lucio
15175,Lijiang Tower,Edison,Dallas Fuel,Sojourn
15211,Lijiang Tower,FEARLESS,Dallas Fuel,Winston
15249,Lijiang Tower,Fielder,Dallas Fuel,Kiriko
15282,Lijiang Tower,SP9RK1E,Dallas Fuel,Reaper
15303,Lijiang Tower,SP9RK1E,Dallas Fuel,Widowmaker
15325,Lijiang Tower,AlphaYi,Hangzhou Spark,Reaper
15342,Lijiang Tower,AlphaYi,Hangzhou Spark,Symmetra
15360,Lijiang Tower,Guxue,Hangzhou Spark,Winston
15409,Lijiang Tower,Superich,Hangzhou Spark,Lucio
15450,Lijiang Tower,Teru,Hangzhou Spark,Kiriko
15482,Lijiang Tower,shy,Hangzhou Spark,Sojourn
15515,Paraíso,ChiYo,Dallas Fuel,Lucio
15557,Paraíso,Edison,Dallas Fuel,Sojourn
15576,Paraíso,Edison,Dallas Fuel,Widowmaker
15594,Paraíso,FEARLESS,Dallas Fuel,Winston
15626,Paraíso,Fielder,Dallas Fuel,Kiriko
15650,Paraíso,SP9RK1E,Dallas Fuel,Reaper
15686,Paraíso,AlphaYi,Hangzhou Spark,Reaper
15708,Paraíso,AlphaYi,Hangzhou Spark,Tracer
15722,Paraíso,AlphaYi,Hangzhou Spark,Widowmaker
15742,Paraíso,Guxue,Hangzhou Spark,Winston
15778,Paraíso,Superich,Hangzhou Spark,Brigitte
15782,Paraíso,Superich,Hangzhou Spark,Lucio
15824,Paraíso,Teru,Hangzhou Spark,Kiriko
15860,Paraíso,shy,Hangzhou Spark,Sojourn
15901,Dorado,ChiYo,Dallas Fuel,Lucio
15944,Dorado,Edison,Dallas Fuel,Sojourn
15963,Dorado,Edison,Dallas Fuel,Widowmaker
15992,Dorado,FEARLESS,Dallas Fuel,Doomfist
15995,Dorado,FEARLESS,Dallas Fuel,Winston
16039,Dorado,Fielder,Dallas Fuel,Kiriko
16072,Dorado,SP9RK1E,Dallas Fuel,Reaper
16090,Dorado,SP9RK1E,Dallas Fuel,Tracer
16121,Dorado,AlphaYi,Hangzhou Spark,Echo
16145,Dorado,AlphaYi,Hangzhou Spark,Reaper
16166,Dorado,AlphaYi,Hangzhou Spark,Tracer
16182,Dorado,AlphaYi,Hangzhou Spark,Widowmaker
16204,Dorado,Guxue,Hangzhou Spark,Winston
16249,Dorado,Superich,Hangzhou Spark,Lucio
16290,Dorado,Teru,Hangzhou Spark,Kiriko
16318,Dorado,shy,Hangzhou Spark,Sojourn
16352,Esperança,ChiYo,Dallas Fuel,Lucio
16400,Esperança,Edison,Dallas Fuel,Sojourn
16435,Esperança,FEARLESS,Dallas Fuel,Winston
16476,Esperança,Fielder,Dallas Fuel,Kiriko
16519,Esperança,SP9RK1E,Dallas Fuel,Reaper
16546,Esperança,AlphaYi,Hangzhou Spark,Reaper
16568,Esperança,Guxue,Hangzhou Spark,Winston
16604,Esperança,Superich,Hangzhou Spark,Lucio
16647,Esperança,Teru,Hangzhou Spark,Kiriko
16673,Esperança,shy,Hangzhou Spark,Sojourn
16710,Ilios,Anamo,Florida Mayhem,Lucio
16750,Ilios,Checkmate,Florida Mayhem,Reaper
16770,Ilios,Checkmate,Florida Mayhem,Tracer
16800,Ilios,Hydron,Florida Mayhem,Sojourn
16825,Ilios,Hydron,Florida Mayhem,Widowmaker
16851,Ilios,SirMajed,Florida Mayhem,Kiriko
16884,Ilios,Someone,Florida Mayhem,Winston
16922,Ilios,Fits,Seoul Dynasty,Sojourn
16964,Ilios,Profit,Seoul Dynasty,Reaper
16994,Ilios,Vindaim,Seoul Dynasty,Lucio
17035,Ilios,ir1s,Seoul Dynasty,Kiriko
17069,Ilios,smurf,Seoul Dynasty,Winston
17108,Eichenwalde,Anamo,Florida Mayhem,Lucio
17146,Eichenwalde,Checkmate,Florida Mayhem,Reaper
17166,Eichenwalde,Checkmate,Florida Mayhem,Tracer
17190,Eichenwalde,Hydron,Florida Mayhem,Sojourn
17211,Eichenwalde,Hydron,Florida Mayhem,Widowmaker
17234,Eichenwalde,SirMajed,Florida Mayhem,Kiriko
17275,Eichenwalde,Someone,Florida Mayhem,Winston
17317,Eichenwalde,Fits,Seoul Dynasty,Sojourn
17356,Eichenwalde,Profit,Seoul Dynasty,Reaper
17371,Eichenwalde,Profit,Seoul Dynasty,Widowmaker
17401,Eichenwalde,Vindaim,Seoul Dynasty,Lucio
17442,Eichenwalde,ir1s,Seoul Dynasty,Kiriko
17477,Eichenwalde,smurf,Seoul Dynasty,Winston
17524,Junkertown,Checkmate,Florida Mayhem,Genji
17549,Junkertown,Checkmate,Florida Mayhem,Hanzo
17566,Junkertown,Checkmate,Florida Mayhem,Reaper
17580,Junkertown,Checkmate,Florida Mayhem,Widowmaker
17605,Junkertown,Hydron,Florida Mayhem,Sojourn
17624,Junkertown,Hydron,Florida Mayhem,Widowmaker
17654,Junkertown,Rupal,Florida Mayhem,Baptiste
17677,Junkertown,Rupal,Florida Mayhem,Lucio
17717,Junkertown,SirMajed,Florida Mayhem,Kiriko
17735,Junkertown,SirMajed,Florida Mayhem,Zenyatta
17773,Junkertown,Someone,Florida Mayhem,Roadhog
17790,Junkertown,Someone,Florida Mayhem,Sigma
17807,Junkertown,Someone,Florida Mayhem,Winston
17844,Junkertown,Fits,Seoul Dynasty,Sojourn
17871,Junkertown,Fits,Seoul Dynasty,Widowmaker
17906,Junkertown,Profit,Seoul Dynasty,Genji
17929,Junkertown,Profit,Seoul Dynasty,Hanzo
17949,Junkertown,Profit,Seoul Dynasty,Reaper
17969,Junkertown,Profit,Seoul Dynasty,Tracer
18012,Junkertown,Vindaim,Seoul Dynasty,Lucio
18039,Junkertown,Vindaim,Seoul Dynasty,Zenyatta
18084,Junkertown,ir1s,Seoul Dynasty,Ana
18114,Junkertown,ir1s,Seoul Dynasty,Baptiste
18134,Junkertown,ir1s,Seoul Dynasty,Kiriko
18163,Junkertown,smurf,Seoul Dynasty,Sigma
18182,Junkertown,smurf,Seoul Dynasty,Winston
18222,Ilios,Creative,Houston Outlaws,Kiriko
18261,Ilios,Danteh,Houston Outlaws,Winston
18313,Ilios,Lastro,Houston Outlaws,Lucio
18353,Ilios,MER1T,Houston Outlaws,Sojourn
18388,Ilios,PELICAN,Houston Outlaws,Reaper
18425,Ilios,FiNN,San Francisco Shock,Kiriko
18458,Ilios,Proper,San Francisco Shock,Sojourn
18482,Ilios,STRIKER,San Francisco Shock,Reaper
18504,Ilios,Viol2t,San Francisco Shock,Lucio
18541,Ilios,mikeyy,San Francisco Shock,Winston
18589,King's Row,Creative,Houston Outlaws,Kiriko
18626,King's Row,Danteh,Houston Outlaws,Winston
18668,King's Row,Lastro,Houston Outlaws,Lucio
18704,King's Row,MER1T,Houston Outlaws,Sojourn
18744,King's Row,PELICAN,Houston Outlaws,Reaper
18777,King's Row,Coluge,San Francisco Shock,Winston
18822,King's Row,FiNN,San Francisco Shock,Kiriko
18849,King's Row,Proper,San Francisco Shock,Sojourn
18887,King's Row,STRIKER,San Francisco Shock,Reaper
18912,King's Row,Viol2t,San Francisco Shock,Lucio
18953,Route 66,Creative,Houston Outlaws,Kiriko
18986,Route 66,Danteh,Houston Outlaws,Winston
19030,Route 66,Lastro,Houston Outlaws,Lucio
19075,Route 66,MER1T,Houston Outlaws,Sojourn
19113,Route 66,PELICAN,Houston Outlaws,Reaper
19152,Route 66,Coluge,San Francisco Shock,Roadhog
19161,Route 66,Coluge,San Francisco Shock,Winston
19204,Route 66,FiNN,San Francisco Shock,Kiriko
19240,Route 66,Proper,San Francisco Shock,Sojourn
19260,Route 66,Proper,San Francisco Shock,Widowmaker
19276,Route 66,STRIKER,San Francisco Shock,Hanzo
19282,Route 66,STRIKER,San Francisco Shock,Reaper
19313,Route 66,Viol2t,San Francisco Shock,Lucio
19359,Esperança,Creative,Houston Outlaws,Kiriko
19387,Esperança,Danteh,Houston Outlaws,Winston
19430,Esperança,Lastro,Houston Outlaws,Lucio
19470,Esperança,MER1T,Houston Outlaws,Sojourn
19499,Esperança,PELICAN,Houston Outlaws,Reaper
19525,Esperança,Coluge,San Francisco Shock,Winston
19567,Esperança,FiNN,San Francisco Shock,Kiriko
19601,Esperança,Proper,San Francisco Shock,Sojourn
19630,Esperança,STRIKER,San Francisco Shock,Reaper
19664,Esperança,Viol2t,San Francisco Shock,Lucio
19704,Busan,Creative,Houston Outlaws,Baptiste
19721,Busan,Creative,Houston Outlaws,Kiriko
19756,Busan,Danteh,Houston Outlaws,Orisa
19777,Busan,Danteh,Houston Outlaws,Roadhog
19788,Busan,Danteh,Houston Outlaws,Winston
19824,Busan,Lastro,Houston Outlaws,Lucio
19872,Busan,MER1T,Houston Outlaws,Sojourn
19906,Busan,PELICAN,Houston Outlaws,Reaper
19926,Busan,PELICAN,Houston Outlaws,Symmetra
19932,Busan,PELICAN,Houston Outlaws,Tracer
19969,Busan,Coluge,San Francisco Shock,Doomfist
19971,Busan,Coluge,San Francisco Shock,Roadhog
19986,Busan,Coluge,San Francisco Shock,Winston
20029,Busan,FiNN,San Francisco Shock,Kiriko
20064,Busan,Proper,San Francisco Shock,Sojourn
20095,Busan,STRIKER,San Francisco Shock,Reaper
20115,Busan,STRIKER,San Francisco Shock,Symmetra
20123,Busan,STRIKER,San Francisco Shock,Tracer
20152,Busan,Viol2t,San Francisco Shock,Baptiste
20177,Busan,Viol2t,San Francisco Shock,Lucio
20215,Lijiang Tower,Admiral,London Spitfire,Lucio
20257,Lijiang Tower,Backbone,London Spitfire,Reaper
20295,Lijiang Tower,Hadi,London Spitfire,Winston
20335,Lijiang Tower,Landon,London Spitfire,Kiriko
20364,Lijiang Tower,SparkR,London Spitfire,Sojourn
20401,Lijiang Tower,FunnyAstro,Los Angeles Gladiators,Lucio
20435,Lijiang Tower,Happy,Los Angeles Gladiators,Reaper
20447,Lijiang Tower,Happy,Los Angeles Gladiators,Sojourn
20470,Lijiang Tower,Happy,Los Angeles Gladiators,Symmetra
20472,Lijiang Tower,Happy,Los Angeles Gladiators,Tracer
20491,Lijiang Tower,Reiner,Los Angeles Gladiators,Doomfist
20511,Lijiang Tower,Reiner,Los Angeles Gladiators,Reinhardt
20523,Lijiang Tower,Reiner,Los Angeles Gladiators,Winston
20564,Lijiang Tower,kevster,Los Angeles Gladiators,Junkrat
20582,Lijiang Tower,kevster,Los Angeles Gladiators,Reaper
20601,Lijiang Tower,kevster,Los Angeles Gladiators,Sojourn
20621,Lijiang Tower,kevster,Los Angeles Gladiators,Symmetra
20628,Lijiang Tower,kevster,Los Angeles Gladiators,Tracer
20663,Lijiang Tower,shu,Los Angeles Gladiators,Baptiste
20689,Lijiang Tower,shu,Los Angeles Gladiators,Kiriko
20717,Eichenwalde,Admiral,London Spitfire,Lucio
20763,Eichenwalde,Backbone,London Spitfire,Reaper
20782,Eichenwalde,Backbone,London Spitfire,Widowmaker
20800,Eichenwalde,Hadi,London Spitfire,Winston
20840,Eichenwalde,Landon,London Spitfire,Kiriko
20870,Eichenwalde,SparkR,London Spitfire,Sojourn
20911,Eichenwalde,FunnyAstro,Los Angeles Gladiators,Lucio
20946,Eichenwalde,Happy,Los Angeles Gladiators,Hanzo
20949,Eichenwalde,Happy,Los Angeles Gladiators,Reaper
20969,Eichenwalde,Happy,Los Angeles Gladiators,Sojourn
20978,Eichenwalde,Happy,Los Angeles Gladiators,Widowmaker
21002,Eichenwalde,Reiner,Los Angeles Gladiators,Winston
21046,Eichenwalde,kevster,Los Angeles Gladiators,Sojourn
